Diâmetro (nm),Tempo (s)
312.83,279.2640
312.87,279.2960
312.79,279.3280
312.83,279.3600
312.87,279.3920
312.79,279.4240
312.82,279.4560
312.86,279.4880
312.78,279.5200
312.82,279.5520
312.85,279.5840
312.78,279.6160
312.81,279.6480
312.85,279.6800
312.89,279.7120
312.81,279.7440
312.84,279.7760
312.88,279.8080
312.80,279.8400
312.84,279.8720
312.87,279.9040
312.91,279.9360
312.83,279.9680
312.87,280.0000
312.79,280.0320
312.83,280.0640
312.86,280.0960
312.90,280.1280
312.82,280.1600
312.86,280.1920
312.89,280.2240
312.82,280.2560
312.85,280.2880
312.78,280.3200
312.81,280.3520
312.85,280.3840
312.77,280.4160
312.81,280.4480
312.84,280.4800
312.88,280.5120
312.91,280.5440
312.84,280.5760
312.87,280.6080
312.80,280.6400
312.83,280.6720
312.76,280.7040
312.79,280.7360
312.72,280.7680
312.75,280.8000
312.79,280.8320
312.71,280.8640
312.75,280.8960
312.78,280.9280
312.82,280.9600
312.85,280.9920
312.78,281.0240
312.81,281.0560
312.74,281.0880
312.77,281.1200
312.81,281.1520
312.84,281.1840
312.77,281.2160
312.80,281.2480
312.84,281.2800
312.76,281.3120
312.80,281.3440
312.83,281.3760
312.87,281.4080
312.90,281.4400
312.83,281.4720
312.86,281.5040
312.90,281.5360
312.93,281.5680
312.97,281.6000
312.89,281.6320
312.93,281.6640
312.96,281.6960
313.00,281.7280
312.92,281.7600
312.96,281.7920
312.99,281.8240
313.03,281.8560
313.06,281.8880
313.10,281.9200
313.02,281.9520
313.06,281.9840
313.09,282.0160
313.02,282.0480
313.05,282.0800
313.09,282.1120
313.01,282.1440
313.05,282.1760
313.08,282.2080
313.12,282.2400
313.04,282.2720
313.08,282.3040
313.11,282.3360
313.04,282.3680
313.07,282.4000
313.11,282.4320
313.14,282.4640
313.18,282.4960
313.22,282.5280
313.14,282.5600
313.17,282.5920
313.21,282.6240
313.13,282.6560
313.17,282.6880
313.20,282.7200
313.24,282.7520
313.16,282.7840
313.20,282.8160
313.23,282.8480
313.27,282.8800
313.19,282.9120
313.23,282.9440
313.26,282.9760
313.19,283.0080
313.22,283.0400
313.26,283.0720
313.29,283.1040
313.33,283.1360
313.37,283.1680
313.40,283.2000
313.32,283.2320
313.36,283.2640
313.40,283.2960
313.43,283.3280
313.35,283.3600
313.39,283.3920
313.31,283.4240
313.35,283.4560
313.38,283.4880
313.31,283.5200
313.23,283.5520
313.27,283.5840
313.30,283.6160
313.23,283.6480
313.26,283.6800
313.30,283.7120
313.33,283.7440
313.37,283.7760
313.29,283.8080
313.33,283.8400
313.25,283.8720
313.29,283.9040
313.32,283.9360
313.36,283.9680
313.28,284.0000
313.32,284.0320
313.35,284.0640
313.28,284.0960
313.31,284.1280
313.35,284.1600
313.27,284.1920
313.31,284.2240
313.34,284.2560
313.38,284.2880
313.41,284.3200
313.34,284.3520
313.37,284.3840
313.30,284.4160
313.33,284.4480
313.26,284.4800
313.29,284.5120
313.33,284.5440
313.25,284.5760
313.29,284.6080
313.21,284.6400
313.24,284.6720
313.28,284.7040
313.32,284.7360
313.35,284.7680
313.39,284.8000
313.31,284.8320
313.34,284.8640
313.38,284.8960
313.42,284.9280
313.45,284.9600
313.49,284.9920
313.41,285.0240
313.45,285.0560
313.48,285.0880
313.52,285.1200
313.55,285.1520
313.47,285.1840
313.51,285.2160
313.43,285.2480
313.47,285.2800
313.39,285.3120
313.32,285.3440
313.35,285.3760
313.28,285.4080
313.31,285.4400
313.35,285.4720
313.27,285.5040
313.31,285.5360
313.34,285.5680
313.27,285.6000
313.30,285.6320
313.34,285.6640
313.37,285.6960
313.30,285.7280
313.33,285.7600
313.26,285.7920
313.29,285.8240
313.33,285.8560
313.36,285.8880
313.29,285.9200
313.32,285.9520
313.25,285.9840
313.28,286.0160
313.32,286.0480
313.35,286.0800
313.28,286.1120
313.31,286.1440
313.24,286.1760
313.27,286.2080
313.31,286.2400
313.23,286.2720
313.26,286.3040
313.30,286.3360
313.33,286.3680
313.26,286.4000
313.29,286.4320
313.33,286.4640
313.25,286.4960
313.29,286.5280
313.21,286.5600
313.25,286.5920
313.28,286.6240
313.32,286.6560
313.35,286.6880
313.28,286.7200
313.31,286.7520
313.35,286.7840
313.27,286.8160
313.31,286.8480
313.34,286.8800
313.38,286.9120
313.30,286.9440
313.34,286.9760
313.26,287.0080
313.30,287.0400
313.22,287.0720
313.26,287.1040
313.29,287.1360
313.22,287.1680
313.25,287.2000
313.18,287.2320
313.21,287.2640
313.25,287.2960
313.17,287.3280
313.10,287.3600
313.13,287.3920
313.17,287.4240
313.09,287.4560
313.13,287.4880
313.16,287.5200
313.09,287.5520
313.12,287.5840
313.16,287.6160
313.19,287.6480
313.12,287.6800
313.15,287.7120
313.19,287.7440
313.22,287.7760
313.26,287.8080
313.18,287.8400
313.22,287.8720
313.25,287.9040
313.28,287.9360
313.21,287.9680
313.24,288.0000
313.28,288.0320
313.31,288.0640
313.24,288.0960
313.16,288.1280
313.20,288.1600
313.23,288.1920
313.27,288.2240
313.19,288.2560
313.12,288.2880
313.15,288.3200
313.19,288.3520
313.11,288.3840
313.15,288.4160
313.07,288.4480
313.11,288.4800
313.14,288.5120
313.18,288.5440
313.10,288.5760
313.14,288.6080
313.17,288.6400
313.21,288.6720
313.13,288.7040
313.17,288.7360
313.20,288.7680
313.13,288.8000
313.16,288.8320
313.20,288.8640
313.12,288.8960
313.16,288.9280
313.19,288.9600
313.23,288.9920
313.26,289.0240
313.19,289.0560
313.22,289.0880
313.26,289.1200
313.18,289.1520
313.11,289.1840
313.14,289.2160
313.18,289.2480
313.21,289.2800
313.14,289.3120
313.17,289.3440
313.10,289.3760
313.13,289.4080
313.17,289.4400
313.09,289.4720
313.13,289.5040
313.16,289.5360
313.20,289.5680
313.23,289.6000
313.16,289.6320
313.19,289.6640
313.23,289.6960
313.15,289.7280
313.19,289.7600
313.22,289.7920
313.25,289.8240
313.29,289.8560
313.21,289.8880
313.25,289.9200
313.28,289.9520
313.32,289.9840
313.24,290.0160
313.17,290.0480
313.20,290.0800
313.13,290.1120
313.16,290.1440
313.20,290.1760
313.23,290.2080
313.16,290.2400
